age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level,work_sleep_ratio,screen_time_intensity,commit_bug_ratio,work_category
21.0,17.0,10.97,4.61,7.0,13.0,21.0,8.0,13.08,0.16,100.0,2,2.329087048832272,1.1815718157181572,1.6030534351145038,2
36.0,0.0,6.07,6.94,0.0,16.0,21.0,3.0,8.32,0.69,29.8,0,0.8622159090909092,1.348460291734198,1.3043478260869563,0
28.0,2.0,13.26,5.49,5.0,8.0,12.0,0.0,14.42,0.99,74.97,2,2.372093023255814,1.0793413173652695,1.4814814814814816,2
31.0,11.0,6.16,8.53,2.0,6.0,8.0,5.0,7.36,0.89,12.17,0,0.7137891077636154,1.1757188498402558,1.3114754098360657,0
22.0,0.0,6.56,6.03,7.0,13.0,0.0,8.0,10.43,0.92,90.49,2,1.0701468189233279,1.5660660660660661,0.0,1
30.0,2.0,6.97,5.04,4.0,11.0,14.0,5.0,8.42,1.76,53.88,1,1.3560311284046693,1.190947666195191,1.2612612612612613,1
20.0,2.0,11.69,6.46,7.0,16.0,28.0,4.0,14.59,1.01,91.35,2,1.7820121951219512,1.2374893977947414,1.7391304347826086,1
42.0,4.0,8.28,7.97,6.0,8.0,14.0,9.0,12.65,1.88,38.59,1,1.0260223048327137,1.5095465393794751,1.7283950617283952,1
32.0,10.0,12.19,4.1,2.0,11.0,13.0,2.0,14.66,0.3,83.59,2,2.9023809523809527,1.192839707078926,1.1711711711711712,2
32.0,0.0,11.85,6.53,6.0,11.0,4.0,2.0,14.23,0.56,73.15,2,1.7873303167420813,1.190794979079498,0.3603603603603604,1
24.0,3.0,13.29,7.87,2.0,7.0,25.0,1.0,17.78,1.31,56.78,1,1.6675031367628608,1.3278566094100077,3.5211267605633805,1
40.0,3.0,11.57,4.52,6.0,9.0,16.0,6.0,16.03,0.57,75.39,2,2.504329004329005,1.3736075407026564,1.7582417582417582,2
36.0,16.0,4.52,8.51,0.0,9.0,5.0,8.0,9.04,0.69,26.12,0,0.5249709639953543,1.9567099567099568,0.5494505494505495,0
44.0,13.0,12.37,5.32,3.0,4.0,8.0,5.0,15.66,1.8,62.38,1,2.282287822878229,1.2558139534883723,1.9512195121951221,2
42.0,17.0,13.38,4.85,7.0,19.0,19.0,9.0,18.19,1.08,100.0,2,2.7030303030303036,1.349406528189911,0.9947643979057591,2
43.0,0.0,13.94,6.95,6.0,0.0,25.0,0.0,18.22,0.67,53.28,1,1.977304964539007,1.2977207977207976,250.0,1
44.0,15.0,5.25,4.88,3.0,8.0,25.0,5.0,7.91,1.55,37.63,1,1.0542168674698795,1.4785046728971964,3.0864197530864197,1
25.0,2.0,10.13,7.4,4.0,14.0,24.0,7.0,13.65,0.14,72.39,2,1.3506666666666667,1.3343108504398826,1.702127659574468,1
40.0,8.0,5.99,6.45,2.0,1.0,18.0,7.0,7.48,1.13,23.11,0,0.9145038167938931,1.2282430213464697,16.363636363636363,0
41.0,3.0,6.63,4.55,1.0,3.0,26.0,9.0,9.84,0.2,41.48,1,1.4258064516129034,1.462109955423477,8.387096774193548,1
30.0,4.0,11.46,6.46,4.0,3.0,22.0,2.0,13.51,0.35,68.88,1,1.7469512195121955,1.1686851211072664,7.096774193548387,1
37.0,10.0,13.78,7.37,6.0,2.0,20.0,0.0,15.91,0.12,58.22,1,1.8447121820615797,1.1462536023054757,9.523809523809524,1
23.0,8.0,9.95,6.73,3.0,15.0,25.0,4.0,11.45,1.8,79.39,2,1.4568081991215225,1.1393034825870647,1.6556291390728477,1
22.0,2.0,12.51,5.87,0.0,7.0,16.0,5.0,14.94,0.1,57.17,1,2.0954773869346734,1.1847739888977002,2.2535211267605635,2
32.0,5.0,8.99,4.67,6.0,6.0,6.0,9.0,7.02,1.03,46.74,1,1.8846960167714888,0.7722772277227723,0.9836065573770493,1
42.0,10.0,4.37,7.54,3.0,11.0,7.0,8.0,7.77,1.02,36.98,1,0.5719895287958116,1.738255033557047,0.6306306306306306,0
28.0,8.0,9.97,8.07,3.0,11.0,14.0,1.0,12.19,0.77,48.68,1,1.2203182374541004,1.2105263157894737,1.2612612612612613,1
40.0,14.0,7.89,4.63,6.0,3.0,5.0,0.0,12.06,0.99,36.02,1,1.668076109936575,1.5093867334167712,1.6129032258064515,1
25.0,2.0,12.9,6.47,0.0,14.0,0.0,6.0,15.98,0.9,68.75,1,1.9634703196347034,1.2292307692307693,0.0,1
31.0,0.0,7.02,6.42,2.0,5.0,8.0,1.0,10.57,1.5,23.68,0,1.0766871165644172,1.484550561797753,1.5686274509803924,1
21.0,19.0,8.32,5.75,2.0,2.0,6.0,1.0,10.43,1.82,23.18,0,1.4222222222222223,1.2387173396674585,2.857142857142857,1
22.0,18.0,8.99,7.95,6.0,6.0,29.0,2.0,13.54,0.6,44.55,1,1.1167701863354036,1.4895489548954894,4.754098360655738,1
22.0,13.0,6.73,4.5,6.0,5.0,21.0,3.0,10.23,0.05,57.92,1,1.4630434782608697,1.4978038067349928,4.11764705882353,1
31.0,16.0,13.08,5.03,6.0,0.0,19.0,6.0,17.53,1.79,75.81,2,2.5497076023391814,1.3300455235204858,190.0,2
34.0,13.0,8.65,4.01,3.0,7.0,18.0,5.0,10.29,1.96,53.66,1,2.104622871046229,1.176,2.535211267605634,2
28.0,16.0,8.24,5.86,6.0,0.0,3.0,5.0,10.76,0.87,43.8,1,1.3825503355704698,1.290167865707434,30.0,1
42.0,13.0,12.5,5.46,4.0,15.0,0.0,6.0,13.95,0.91,100.0,2,2.248201438848921,1.1071428571428572,0.0,2
27.0,11.0,7.12,8.33,1.0,2.0,8.0,2.0,8.98,0.29,10.93,0,0.8446026097271649,1.2437673130193907,3.8095238095238093,0
30.0,15.0,12.17,7.73,6.0,1.0,1.0,2.0,14.75,0.95,47.1,1,1.5542784163473817,1.202118989405053,0.9090909090909091,1
35.0,0.0,5.22,4.42,4.0,5.0,15.0,1.0,9.8,0.61,32.18,0,1.1548672566371683,1.8421052631578951,2.9411764705882355,1
44.0,12.0,5.83,7.7,5.0,7.0,1.0,4.0,9.06,1.99,19.46,0,0.7474358974358974,1.5278246205733559,0.14084507042253522,0
41.0,5.0,13.51,7.38,4.0,6.0,2.0,6.0,15.83,0.37,74.8,2,1.8061497326203209,1.163115356355621,0.3278688524590164,1
23.0,16.0,12.42,5.41,3.0,6.0,13.0,2.0,16.41,0.76,47.85,1,2.2540834845735027,1.310702875399361,2.1311475409836067,2
20.0,11.0,7.88,4.08,3.0,18.0,12.0,6.0,8.96,1.23,89.27,2,1.8851674641148326,1.1228070175438598,0.6629834254143646,1
43.0,18.0,10.38,4.58,1.0,17.0,16.0,7.0,12.86,0.69,99.76,2,2.217948717948718,1.2270992366412212,0.935672514619883,2
26.0,5.0,13.43,5.25,1.0,2.0,9.0,2.0,16.83,0.95,41.27,1,2.5102803738317756,1.2439024390243902,4.285714285714286,2
21.0,6.0,6.12,8.08,1.0,10.0,2.0,0.0,9.45,1.95,22.11,0,0.7481662591687042,1.5192926045016077,0.19801980198019803,0
43.0,0.0,4.59,6.33,3.0,10.0,3.0,2.0,8.02,1.02,34.21,0,0.713841368584759,1.7100213219616205,0.297029702970297,0
24.0,0.0,9.37,8.59,3.0,2.0,24.0,5.0,11.22,1.82,31.59,0,1.0782508630609897,1.1847940865892292,11.428571428571429,1
26.0,4.0,5.43,7.95,4.0,0.0,4.0,0.0,7.78,0.09,6.12,0,0.6745341614906831,1.4068716094032552,40.0,0
23.0,5.0,5.87,5.44,3.0,9.0,10.0,8.0,10.6,0.24,60.12,1,1.05956678700361,1.7755443886097153,1.098901098901099,1
24.0,15.0,12.92,8.23,5.0,1.0,5.0,2.0,17.82,1.89,27.09,0,1.5510204081632653,1.368663594470046,4.545454545454545,1
43.0,15.0,4.07,4.58,2.0,16.0,28.0,2.0,6.32,0.26,65.77,1,0.8696581196581198,1.5155875299760193,1.7391304347826086,0
20.0,13.0,12.17,4.18,2.0,8.0,0.0,6.0,15.75,1.47,53.09,1,2.843457943925234,1.2836185819070904,0.0,2
20.0,0.0,9.17,7.04,1.0,17.0,18.0,6.0,11.14,0.89,52.62,1,1.2843137254901962,1.2017259978425028,1.0526315789473684,1
32.0,12.0,9.59,5.71,3.0,19.0,29.0,5.0,12.06,0.81,90.67,2,1.6506024096385543,1.2445820433436534,1.5183246073298429,1
39.0,19.0,10.72,5.65,5.0,8.0,6.0,6.0,14.89,1.32,77.58,2,1.8643478260869566,1.3761552680221811,0.7407407407407408,1
38.0,9.0,8.31,7.44,7.0,10.0,22.0,4.0,11.31,1.46,67.53,1,1.1021220159151195,1.3448275862068966,2.1782178217821784,1
29.0,9.0,5.16,8.25,2.0,16.0,9.0,7.0,9.56,1.86,41.54,1,0.6179640718562874,1.8174904942965782,0.5590062111801242,0
37.0,8.0,5.03,5.61,4.0,13.0,28.0,9.0,8.54,0.51,51.93,1,0.8809106830122593,1.664717348927875,2.1374045801526718,0
22.0,12.0,11.54,5.63,7.0,17.0,11.0,1.0,15.06,1.4,79.83,2,2.013961605584642,1.2938144329896908,0.6432748538011696,2
30.0,2.0,6.21,6.67,0.0,17.0,11.0,4.0,7.35,0.68,55.49,1,0.9172821270310193,1.1648177496038035,0.6432748538011696,0
34.0,17.0,4.28,7.27,6.0,11.0,28.0,8.0,8.28,1.44,36.17,1,0.5807327001356853,1.8904109589041096,2.5225225225225225,0
30.0,19.0,13.8,5.01,4.0,17.0,0.0,3.0,18.71,0.28,53.795,2,2.7005870841487285,1.346043165467626,0.0,2
36.0,1.0,13.8,8.56,0.0,7.0,8.0,7.0,16.69,0.92,65.48,1,1.5935334872979214,1.2007194244604318,1.1267605633802817,1
36.0,16.0,7.78,7.27,5.0,7.0,16.0,2.0,9.41,0.37,53.795,0,1.0556309362279512,1.1941624365482233,2.2535211267605635,1
25.0,18.0,4.26,7.13,4.0,7.0,22.0,5.0,9.17,0.67,24.69,0,0.5892116182572614,2.1032110091743124,3.098591549295775,0
24.0,12.0,11.27,8.52,2.0,9.0,11.0,7.0,13.43,1.43,71.94,2,1.3074245939675175,1.1811785400175903,1.208791208791209,1
27.0,12.0,12.31,8.54,3.0,14.0,27.0,8.0,14.95,0.47,88.87,2,1.4247685185185188,1.2046736502820306,1.9148936170212767,1
21.0,0.0,5.25,4.68,0.0,7.0,1.0,6.0,6.56,1.37,28.18,0,1.098326359832636,1.2261682242990655,0.14084507042253522,1
35.0,1.0,5.35,4.73,3.0,13.0,8.0,5.0,6.79,1.02,44.7,1,1.1076604554865424,1.2458715596330276,0.6106870229007634,1
39.0,0.0,12.22,7.81,5.0,12.0,11.0,5.0,14.09,0.18,85.01,2,1.5448798988622,1.1436688311688312,0.9090909090909092,1
43.0,4.0,13.22,8.78,6.0,7.0,14.0,5.0,16.41,0.77,57.03,1,1.488738738738739,1.231981981981982,1.971830985915493,1
31.0,2.0,11.91,7.33,6.0,16.0,24.0,9.0,15.14,1.74,83.47,2,1.6029609690444147,1.2606161532056621,1.4906832298136645,1
25.0,6.0,6.01,6.06,3.0,18.0,24.0,8.0,9.43,1.98,65.3,1,0.9756493506493508,1.5433715220949265,1.3259668508287292,0
20.0,12.0,8.12,6.46,2.0,5.0,3.0,2.0,12.02,0.74,18.47,0,1.2378048780487805,1.4622871046228711,0.5882352941176471,1
23.0,17.0,10.01,5.14,5.0,16.0,21.0,3.0,12.99,0.11,92.95,2,1.9103053435114505,1.28486646884273,1.3043478260869563,1
36.0,6.0,5.6,8.99,7.0,3.0,28.0,2.0,9.81,0.26,6.21,0,0.616061606160616,1.7210526315789476,9.032258064516128,0
32.0,0.0,6.11,6.16,6.0,6.0,11.0,8.0,10.85,1.58,44.82,1,0.976038338658147,1.747181964573269,1.8032786885245902,0
37.0,4.0,6.83,8.66,1.0,16.0,17.0,4.0,8.91,1.31,30.28,0,0.7796803652968037,1.2857142857142858,1.0559006211180124,0
24.0,16.0,9.1,6.15,1.0,9.0,2.0,9.0,10.62,0.57,95.68,2,1.456,1.1543478260869566,0.21978021978021978,1
43.0,7.0,9.11,8.64,0.0,5.0,21.0,7.0,11.81,0.78,27.53,0,1.0423340961098397,1.2823018458197613,4.11764705882353,1
43.0,14.0,12.14,5.68,2.0,9.0,0.0,7.0,13.25,1.62,92.06,2,2.100346020761246,1.082516339869281,0.0,2
22.0,19.0,11.53,7.8,3.0,17.0,22.0,8.0,16.06,0.83,87.13,2,1.459493670886076,1.3809114359415304,1.286549707602339,1
30.0,3.0,13.14,8.76,4.0,6.0,17.0,9.0,15.1,1.51,68.26,1,1.4830699774266367,1.1404833836858006,2.7868852459016393,1
32.0,1.0,12.33,7.23,7.0,13.0,23.0,6.0,15.53,1.02,66.92,1,1.6821282401091404,1.249396621078037,1.7557251908396947,1
23.0,4.0,6.54,7.39,4.0,13.0,20.0,2.0,8.0,1.45,52.55,1,0.8731642189586115,1.2048192771084338,1.5267175572519085,0
33.0,0.0,7.31,4.51,5.0,9.0,22.0,4.0,10.52,0.93,58.94,1,1.5856832971800434,1.4197031039136303,2.417582417582418,1
41.0,4.0,9.0,6.37,0.0,8.0,7.0,2.0,10.16,1.02,23.88,0,1.3910355486862442,1.1164835164835165,0.8641975308641976,1
30.0,5.0,4.14,8.43,0.0,9.0,18.0,1.0,8.22,1.2,0.0,0,0.48534583821805394,1.9386792452830193,1.978021978021978,0
29.0,1.0,13.04,5.2,0.0,1.0,21.0,2.0,17.86,1.02,31.36,0,2.460377358490566,1.3592085235920852,19.09090909090909,2
38.0,0.0,4.44,7.94,2.0,2.0,27.0,9.0,6.67,0.93,13.01,0,0.5522388059701493,1.4691629955947136,12.857142857142856,0
37.0,3.0,7.22,7.38,4.0,15.0,24.0,8.0,9.25,0.53,64.79,1,0.9652406417112299,1.2636612021857925,1.589403973509934,0
25.0,6.0,9.69,5.11,5.0,9.0,3.0,8.0,12.48,1.97,86.53,2,1.8598848368522072,1.2747701736465782,0.32967032967032966,1
34.0,0.0,9.18,5.41,7.0,10.0,25.0,7.0,12.66,1.81,95.13,2,1.6660617059891107,1.3642241379310347,2.4752475247524752,1
40.0,0.0,10.54,6.14,2.0,9.0,22.0,6.0,12.3,1.05,68.22,1,1.689102564102564,1.156015037593985,2.417582417582418,1
29.0,7.0,9.28,4.63,5.0,11.0,15.0,0.0,13.49,0.07,43.96,1,1.9619450317124736,1.4381663113006398,1.3513513513513513,1
24.0,19.0,6.29,8.57,2.0,13.0,16.0,8.0,8.08,0.34,72.76,2,0.7254901960784313,1.2644757433489828,1.2213740458015268,0
24.0,15.0,6.01,7.7,7.0,8.0,27.0,9.0,7.03,1.71,29.98,0,0.7705128205128206,1.1505728314238954,3.3333333333333335,0
29.0,12.0,13.07,5.82,7.0,12.0,22.0,1.0,16.17,1.86,82.36,2,2.20777027027027,1.2277904328018225,1.8181818181818183,2
24.0,17.0,6.64,5.5,3.0,5.0,8.0,5.0,8.1,0.32,41.26,1,1.1857142857142857,1.2017804154302671,1.5686274509803924,1
22.0,19.0,6.81,7.45,2.0,10.0,25.0,9.0,10.6,1.47,60.23,1,0.9019867549668874,1.5340086830680175,2.4752475247524752,0
42.0,9.0,8.13,6.12,2.0,0.0,7.0,5.0,9.8,1.25,18.37,0,1.307073954983923,1.1907654921020656,70.0,1
25.0,11.0,5.39,5.15,7.0,14.0,19.0,5.0,9.66,0.61,70.65,2,1.0266666666666666,1.7595628415300548,1.3475177304964538,1
23.0,0.0,9.07,6.15,3.0,6.0,18.0,7.0,11.95,0.87,69.91,1,1.4512,1.303162486368593,2.9508196721311477,1
37.0,9.0,10.65,8.36,1.0,10.0,6.0,7.0,13.92,1.35,60.16,1,1.2588652482269505,1.2948837209302326,0.594059405940594,1
28.0,8.0,11.86,4.34,3.0,16.0,28.0,9.0,13.61,0.2,100.0,2,2.671171171171171,1.1379598662207357,1.7391304347826086,2
36.0,2.0,11.11,6.46,0.0,4.0,11.0,1.0,12.7,0.38,51.49,1,1.6935975609756098,1.1329170383586085,2.682926829268293,1
32.0,10.0,5.48,8.81,6.0,8.0,0.0,6.0,9.01,0.07,51.23,1,0.6150392817059485,1.614695340501792,0.0,0
34.0,8.0,8.56,4.07,1.0,15.0,23.0,1.0,10.58,1.8,47.86,1,2.052757793764988,1.2217090069284064,1.5231788079470199,2
39.0,9.0,4.39,8.45,6.0,10.0,29.0,0.0,6.93,1.15,8.05,0,0.5134502923976608,1.5434298440979957,2.871287128712871,0
36.0,18.0,4.18,5.87,7.0,16.0,27.0,7.0,7.1,1.05,52.72,1,0.7001675041876047,1.6588785046728973,1.6770186335403725,0
32.0,15.0,8.4,4.95,4.0,5.0,16.0,8.0,10.32,1.41,34.68,0,1.6633663366336635,1.2141176470588235,3.1372549019607847,1
35.0,17.0,6.53,4.07,4.0,14.0,22.0,6.0,10.71,1.98,75.8,2,1.565947242206235,1.6153846153846156,1.5602836879432624,1
41.0,13.0,10.83,4.35,6.0,2.0,5.0,3.0,15.59,0.34,59.99,1,2.4337078651685395,1.4263494967978043,2.380952380952381,2
23.0,2.0,11.24,4.86,5.0,8.0,25.0,6.0,13.97,0.27,76.57,2,2.2661290322580645,1.2319223985890653,3.0864197530864197,2
24.0,1.0,12.95,4.13,2.0,11.0,23.0,3.0,17.62,0.59,75.84,2,3.0614657210401894,1.3501915708812262,2.0720720720720722,3
24.0,0.0,11.61,5.68,1.0,18.0,21.0,6.0,12.02,1.81,86.66,2,2.008650519031142,1.026473099914603,1.160220994475138,2
28.0,17.0,4.48,4.22,4.0,17.0,4.0,3.0,6.14,0.82,45.79,1,1.0370370370370372,1.3406113537117903,0.23391812865497075,1
36.0,8.0,7.72,7.46,3.0,15.0,24.0,8.0,9.41,1.59,69.79,1,1.0211640211640212,1.2033248081841432,1.589403973509934,1
32.0,12.0,6.73,8.09,3.0,7.0,19.0,4.0,9.64,0.41,27.46,0,0.8217338217338218,1.4114202049780382,2.676056338028169,0
21.0,1.0,7.86,8.44,0.0,18.0,6.0,6.0,10.96,0.99,43.11,1,0.9203747072599533,1.376884422110553,0.3314917127071823,0
32.0,6.0,5.6,6.75,6.0,4.0,21.0,7.0,7.96,0.25,46.8,1,0.8175182481751825,1.3964912280701756,5.121951219512195,0
41.0,15.0,4.98,8.73,0.0,11.0,25.0,4.0,7.23,0.83,11.14,0,0.563986409966025,1.423228346456693,2.2522522522522523,0
40.0,18.0,9.21,4.03,7.0,5.0,21.0,0.0,11.94,0.52,50.62,1,2.230024213075061,1.2824919441460794,4.11764705882353,2
42.0,14.0,11.2,4.67,1.0,11.0,26.0,3.0,14.96,1.1,74.17,2,2.348008385744235,1.3238938053097347,2.3423423423423424,2
38.0,10.0,11.02,5.47,4.0,14.0,11.0,2.0,12.36,1.56,73.91,2,1.9784560143626573,1.1115107913669064,0.7801418439716312,1
22.0,0.0,8.51,7.95,6.0,9.0,4.0,6.0,12.35,1.88,50.43,1,1.057142857142857,1.4343786295005807,0.43956043956043955,1
29.0,6.0,9.22,8.43,5.0,16.0,1.0,5.0,13.92,0.57,62.14,1,1.0808909730363425,1.4935622317596566,0.06211180124223602,1
21.0,19.0,9.16,7.09,2.0,6.0,3.0,5.0,13.21,1.49,42.67,1,1.2739916550764951,1.4265658747300218,0.49180327868852464,1
32.0,7.0,10.92,5.92,3.0,6.0,16.0,1.0,12.69,1.77,36.83,1,1.8139534883720931,1.1515426497277677,2.6229508196721314,1
38.0,9.0,4.48,7.33,7.0,10.0,24.0,5.0,5.83,0.25,46.1,1,0.6029609690444147,1.2729257641921397,2.376237623762376,0
36.0,4.0,11.1,4.9,1.0,1.0,24.0,7.0,14.06,1.17,51.69,1,2.2199999999999998,1.255357142857143,21.818181818181817,2
40.0,8.0,9.82,6.29,6.0,1.0,7.0,4.0,14.65,1.22,53.795,1,1.536776212832551,1.4768145161290323,6.363636363636363,1
33.0,0.0,8.99,6.54,1.0,13.0,19.0,8.0,10.26,0.54,42.97,1,1.3539156626506026,1.1287128712871286,1.450381679389313,1
31.0,1.0,4.49,4.52,5.0,17.0,4.0,1.0,7.74,0.05,56.29,1,0.9718614718614721,1.6862745098039216,0.23391812865497075,0
40.0,18.0,5.09,4.17,6.0,15.0,16.0,6.0,6.66,0.51,60.78,1,1.1920374707259953,1.2832369942196533,1.0596026490066226,1
31.0,13.0,9.25,7.75,1.0,10.0,19.0,5.0,13.11,1.17,35.47,1,1.178343949044586,1.402139037433155,1.8811881188118813,1
30.0,19.0,11.58,6.67,0.0,8.0,3.0,5.0,15.83,0.39,55.09,1,1.7104874446085674,1.3553082191780823,0.3703703703703704,1
26.0,9.0,7.35,5.66,5.0,6.0,20.0,3.0,12.09,0.57,50.4,1,1.2760416666666667,1.6228187919463088,3.278688524590164,1
23.0,8.0,7.79,6.19,3.0,3.0,17.0,9.0,11.24,1.42,51.89,1,1.2384737678855327,1.4245880861850444,5.483870967741935,1
38.0,9.0,13.34,8.79,6.0,15.0,17.0,8.0,16.4,0.8,71.17,2,1.500562429696288,1.2202380952380951,1.1258278145695364,1
20.0,5.0,6.13,5.92,7.0,13.0,27.0,5.0,9.61,0.13,54.38,1,1.0182724252491695,1.5425361155698234,2.0610687022900764,1
43.0,16.0,8.99,4.52,0.0,10.0,17.0,7.0,9.81,0.8,58.51,1,1.9458874458874462,1.0792079207920793,1.6831683168316833,1
22.0,5.0,7.43,6.32,0.0,7.0,15.0,7.0,10.94,2.0,49.43,1,1.1573208722741433,1.452855245683931,2.1126760563380285,1
32.0,3.0,11.46,7.24,5.0,10.0,10.0,3.0,13.49,0.52,52.21,1,1.561307901907357,1.1669550173010381,0.9900990099009901,1
34.0,19.0,10.26,4.06,7.0,19.0,7.0,4.0,13.8,0.53,100.0,2,2.466346153846154,1.3320463320463323,0.36649214659685864,2
21.0,2.0,8.16,5.66,5.0,16.0,28.0,1.0,12.68,0.34,53.795,1,1.4166666666666667,1.5351089588377724,1.7391304347826086,1
30.0,18.0,13.65,5.97,1.0,9.0,11.0,3.0,16.92,0.54,80.3,2,2.248764415156508,1.2305454545454546,1.208791208791209,2
23.0,17.0,11.35,6.32,7.0,9.0,17.0,5.0,14.36,1.15,62.01,1,1.7679127725856698,1.2541484716157205,1.8681318681318682,1
38.0,3.0,4.62,5.51,4.0,11.0,21.0,1.0,8.55,1.93,31.79,0,0.823529411764706,1.8114406779661019,1.8918918918918919,0
36.0,7.0,11.45,7.33,4.0,0.0,17.0,1.0,15.09,1.22,33.16,0,1.541049798115747,1.3064935064935066,170.0,1
22.0,16.0,4.24,8.72,4.0,1.0,28.0,9.0,5.47,0.82,24.29,0,0.48072562358276644,1.26036866359447,25.454545454545453,0
37.0,4.0,10.5,8.57,6.0,17.0,7.0,6.0,14.4,0.78,58.72,1,1.2110726643598615,1.358490566037736,0.4093567251461988,1
27.0,12.0,6.1,7.32,6.0,6.0,15.0,9.0,8.73,0.05,60.81,1,0.8221024258760108,1.4080645161290324,2.459016393442623,0
41.0,0.0,10.96,6.53,1.0,15.0,29.0,4.0,15.72,0.01,88.99,2,1.6530920060331826,1.4213381555153708,1.9205298013245033,1
44.0,12.0,7.1,8.13,2.0,12.0,16.0,2.0,11.98,1.59,53.795,0,0.8626974483596597,1.6638888888888892,1.322314049586777,0
43.0,3.0,12.73,8.18,6.0,3.0,1.0,2.0,15.52,0.98,69.9,1,1.5374396135265702,1.2096648480124708,0.3225806451612903,1
38.0,13.0,7.37,8.15,3.0,9.0,29.0,5.0,12.25,0.07,54.61,1,0.8933333333333333,1.6398929049531459,3.186813186813187,0
24.0,2.0,10.2,4.79,1.0,8.0,14.0,2.0,12.44,0.57,71.06,2,2.085889570552147,1.2077669902912622,1.7283950617283952,2
26.0,4.0,6.86,4.13,1.0,17.0,21.0,9.0,10.59,0.71,74.93,2,1.6217494089834519,1.521551724137931,1.2280701754385963,1
40.0,6.0,13.17,8.92,7.0,8.0,14.0,4.0,14.47,1.57,67.53,1,1.460088691796009,1.0904295403165034,1.7283950617283952,1
27.0,0.0,11.81,8.8,0.0,9.0,24.0,1.0,13.39,0.87,33.72,0,1.3269662921348315,1.1242653232577666,2.6373626373626373,1
24.0,11.0,6.43,6.82,7.0,7.0,21.0,2.0,10.89,1.02,16.45,0,0.9291907514450867,1.6676875957120982,2.9577464788732395,0
36.0,10.0,13.49,8.97,4.0,10.0,23.0,3.0,18.07,1.27,54.09,1,1.4873208379272327,1.329654157468727,2.2772277227722775,1
24.0,7.0,7.57,7.85,5.0,12.0,27.0,0.0,10.7,0.07,42.95,1,0.9522012578616353,1.3950456323337679,2.231404958677686,0
23.0,5.0,10.52,6.59,1.0,12.0,6.0,3.0,12.88,1.94,38.94,1,1.5724962630792227,1.2128060263653486,0.49586776859504134,1
41.0,1.0,11.43,5.95,2.0,15.0,0.0,3.0,14.23,0.36,75.69,2,1.8892561983471075,1.2341717259323506,0.0,1
38.0,18.0,4.23,6.96,6.0,12.0,1.0,2.0,8.71,0.55,10.81,0,0.5991501416430596,2.0115473441108547,0.08264462809917356,0
40.0,19.0,13.59,6.58,3.0,11.0,3.0,9.0,15.43,1.62,85.22,2,2.034431137724551,1.127100073046019,0.2702702702702703,2
21.0,19.0,7.44,8.97,2.0,14.0,15.0,8.0,9.62,0.38,58.02,1,0.8202866593164277,1.2758620689655171,1.0638297872340425,0
30.0,13.0,5.9,6.45,1.0,15.0,11.0,2.0,10.04,1.02,30.65,0,0.900763358778626,1.6733333333333331,0.728476821192053,0
41.0,0.0,12.51,8.18,1.0,7.0,16.0,1.0,17.25,1.73,37.05,1,1.5108695652173914,1.3679619349722443,2.2535211267605635,1
32.0,9.0,11.03,6.46,0.0,5.0,23.0,6.0,12.4,1.27,44.32,1,1.6814024390243902,1.1141060197663972,4.509803921568627,1
34.0,15.0,4.87,4.36,2.0,7.0,3.0,8.0,12.02,0.6,42.02,1,1.0919282511210762,2.4185110663983904,0.4225352112676057,1
31.0,3.0,5.17,4.44,0.0,1.0,15.0,5.0,8.75,1.29,21.5,0,1.1387665198237886,1.6603415559772297,13.636363636363635,1
41.0,10.0,11.15,7.3,5.0,17.0,6.0,4.0,13.07,1.63,57.5,1,1.506756756756757,1.1617777777777778,0.3508771929824561,1
40.0,15.0,4.75,5.3,2.0,10.0,22.0,5.0,8.77,0.81,10.64,0,0.8796296296296298,1.8082474226804124,2.1782178217821784,0
41.0,19.0,13.17,7.29,4.0,16.0,7.0,2.0,17.08,1.14,66.73,1,1.7821380243572396,1.2871137905048982,0.43478260869565216,1
30.0,0.0,11.42,4.72,4.0,9.0,24.0,8.0,12.99,1.98,78.2,2,2.369294605809129,1.1276041666666667,2.6373626373626373,2
26.0,15.0,7.35,5.99,4.0,1.0,8.0,7.0,10.36,1.93,52.22,1,1.206896551724138,1.3906040268456377,7.2727272727272725,1
24.0,10.0,7.63,4.51,2.0,18.0,13.0,8.0,11.66,1.02,84.8,2,1.6550976138828635,1.5084087968952136,0.718232044198895,1
36.0,8.0,9.06,5.41,0.0,19.0,22.0,7.0,10.83,0.19,64.55,1,1.6442831215970963,1.1823144104803494,1.1518324607329842,1
43.0,8.0,7.61,4.44,4.0,19.0,8.0,0.0,10.46,1.4,61.38,1,1.6762114537444934,1.356679636835279,0.41884816753926696,1
39.0,8.0,11.83,8.85,1.0,19.0,14.0,7.0,13.31,0.54,76.54,2,1.3217877094972068,1.1156747694886842,0.7329842931937173,1
28.0,16.0,13.75,5.98,6.0,1.0,20.0,7.0,15.98,1.34,68.58,1,2.2615131578947367,1.1537906137184115,18.18181818181818,2
33.0,11.0,9.85,8.51,3.0,5.0,25.0,4.0,11.72,0.7,53.795,0,1.1440185830429732,1.177889447236181,4.901960784313726,1
31.0,12.0,8.46,8.86,7.0,16.0,3.0,5.0,11.48,1.44,57.86,1,0.9441964285714287,1.3411214953271027,0.18633540372670807,0
